country,unit,iso_code,type,model,status,site_name,site_location,owner_long_name,latest_thermal_power,latest_gross_electr_power,original_design_net_electr_power,latest_ref_unit_power_net,construction_date,criticality_date,grid_date,commercial_date,suspended_operation_date,susp_op_end_date,permanent_shutdown_date,operator_long_name,load_factor,lifetime_electr_supplied
UNITED STATES OF AMERICA,GRAND GULF-1,US,BWR  ,BWR-6 (Mark 3),Operational,GRAND GULF,Inland near a river,"Systems Energy Resources, Inc",4408,1500,1250,1401,1974-05-04,1982-08-18,1984-10-20,1985-07-01,,,,"Entergy Nuclear Operations, Inc.",83.28,365.06
UNITED STATES OF AMERICA,GRAND GULF-2,US,BWR  ,,Cancelled Constr.,GRAND GULF,Inland near a river,,3833,1302,1250,1250,1974-05-01,,,,,,1990-12-01,MISSISSIPPI POWER & LIGHT CO.,,
UNITED STATES OF AMERICA,GRAND GULF-3,US,BWR  ,ESBWR,Cancelled Plan,GRAND GULF,Inland near a river,,4500,1600,1520,1520,,,,,,,2015-02-09,,,
UNITED STATES OF AMERICA,GREENE COUNTY,US,PWR  ,,Cancelled Plan,GREENE COUNTY,,,3600,1277,1191,1191,,,,,,,1979-04-01,POWER AUTHORITY OF THE STATE OF NEW YORK,,
UNITED STATES OF AMERICA,GREENWOOD-2,US,PWR  ,,Cancelled Plan,GREENWOOD,,,3600,1286,1208,1208,,,,,,,1980-03-01,DETROIT EDISON CO.,,
UNITED STATES OF AMERICA,GREENWOOD-3,US,PWR  ,,Cancelled Plan,GREENWOOD,,,3600,1286,1208,1208,,,,,,,1980-03-01,DETROIT EDISON CO.,,
UNITED STATES OF AMERICA,HADDAM NECK,US,PWR  ,-,Permanent Shutdown,HADDAM NECK,Inland near a lake,CONNECTICUT YANKEE ATOMIC POWER CO.,1825,603,582,560,1964-05-01,1967-07-24,1967-08-07,1968-01-01,,,1996-12-05,CONNECTICUT YANKEE ATOMIC POWER CO.,73.48,
UNITED STATES OF AMERICA,HALLAM,US,X    ,LMGMR (SGR- Sodium cooled graphite moderated react,Permanent Shutdown,NEBRASKA,Inland near a lake,HALLAM Nucler Power Facility,256,84,75,75,1959-01-01,1963-01-01,1963-09-01,1963-11-01,,,1964-09-01,Atomic Energy Commission and Nebraska Public Power,,
UNITED STATES OF AMERICA,HARRIS-1,US,PWR  ,WH 3LP (DRYAMB),Operational,SHEARON HARRIS,Inland near a lake,"PROGRESS ENERGY Carolinas, Inc.",2900,980,900,964,1978-01-28,1987-01-03,1987-01-19,1987-05-02,,,,Progress Energy,89.95,266.19
UNITED STATES OF AMERICA,HARRIS-2,US,PWR  ,AP-1000,Suspended Plan,SHEARON HARRIS,Inland near a lake,,3750,1250,1117,1117,,,,,,,2013-05-02,,,
UNITED STATES OF AMERICA,HARRIS-2C,US,PWR  ,,Cancelled Constr.,SHEARON HARRIS,Inland near a lake,,2775,960,900,900,1978-01-01,,,,,,1983-12-01,CAROLINA POWER & LIGHT CO.,,
UNITED STATES OF AMERICA,HARRIS-3,US,PWR  ,AP-1000,Suspended Plan,SHEARON HARRIS,Inland near a lake,,3750,1250,1117,1117,,,,,,,2013-05-02,,,
UNITED STATES OF AMERICA,HARRIS-3C,US,PWR  ,,Cancelled Constr.,SHEARON HARRIS,Inland near a lake,,2775,960,900,900,1978-01-01,,,,,,1981-12-01,CAROLINA POWER & LIGHT CO.,,
UNITED STATES OF AMERICA,HARRIS-4C,US,PWR  ,,Cancelled Constr.,SHEARON HARRIS,Inland near a lake,,2775,960,900,900,1978-01-01,,,,,,1981-12-01,CAROLINA POWER & LIGHT CO.,,
UNITED STATES OF AMERICA,HARTSVILLE A-1,US,BWR  ,,Cancelled Constr.,HARTSVILLE,Inland near a river,,3730,1269,1233,1233,1976-04-01,,,,,,1984-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,HARTSVILLE A-2,US,BWR  ,,Cancelled Constr.,HARTSVILLE,Inland near a river,,3730,1269,1233,1233,1976-04-01,,,,,,1984-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,HARTSVILLE B-1,US,BWR  ,,Cancelled Constr.,HARTSVILLE,Inland near a river,,3583,1269,1233,1233,1976-04-01,,,,,,1982-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,HARTSVILLE B-2,US,BWR  ,BWR,Cancelled Constr.,HARTSVILLE,Inland near a river,,3583,1269,1233,1233,1976-04-01,,,,,,1982-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,HATCH-1,US,BWR  ,BWR-4 (Mark 1),Operational,HATCH,Inland near a river,GEORGIA POWER CO.,2804,911,777,876,1968-09-30,1974-09-12,1974-11-11,1975-12-31,,,,"Southern Nuclear Operating Company, Inc.",82.48,288.68
UNITED STATES OF AMERICA,HATCH-2,US,BWR  ,BWR-4 (Mark 1),Operational,HATCH,Inland near a river,GEORGIA POWER CO.,2804,921,784,883,1972-02-01,1978-07-04,1978-09-22,1979-09-05,,,,"Southern Nuclear Operating Company, Inc.",83.5,268.88
UNITED STATES OF AMERICA,HAVEN-1,US,PWR  ,,Cancelled Plan,HAVEN,,,2785,960,900,900,,,,,,,1980-02-01,WISCONSIN ELECTRIC POWER CO.,,
UNITED STATES OF AMERICA,HAVEN-2,US,PWR  ,,Cancelled Plan,HAVEN,,,2785,960,900,900,,,,,,,1978-05-01,WISCONSIN ELECTRIC POWER CO.,,
UNITED STATES OF AMERICA,HOPE CREEK-1,US,BWR  ,BWR-4 (Mark 1),Operational,HOPE CREEK,Inland near a river,"PSEG Power, Inc.",3840,1240,1067,1172,1976-03-01,1986-06-28,1986-08-01,1986-12-20,,,,"PSEG Nuclear, LLC",88.04,323.09
UNITED STATES OF AMERICA,HOPE CREEK-2,US,BWR  ,,Cancelled Constr.,HOPE CREEK,Inland near a river,,3293,1118,1067,1067,1976-03-01,,,,,,1981-12-01,"PSEG Nuclear, LLC",,
UNITED STATES OF AMERICA,HUMBOLDT BAY,US,BWR  ,Natural cir.,Permanent Shutdown,HUMBOLDT BAY,Seacoast,"Pacific Gas and Electric Company
",220,65,65,63,1960-11-01,1963-02-16,1963-04-18,1963-08-01,,,1976-07-02,"Pacific Gas and Electric Company
",68.38,
UNITED STATES OF AMERICA,INDIAN POINT-1,US,PWR  ,PWR,Permanent Shutdown,INDIAN POINT,Inland near a river,"Entergy Nuclear Operations, Inc.",615,277,265,257,1956-05-01,1962-08-02,1962-09-16,1962-10-01,,,1974-10-31,"Entergy Nuclear Operations, Inc.",41.75,
UNITED STATES OF AMERICA,INDIAN POINT-2,US,PWR  ,WH 4LP (DRYAMB),Permanent Shutdown,INDIAN POINT,Inland near a river,"Entergy Nuclear Operations, Inc.",3216,1067,873,998,1966-10-14,1973-05-22,1973-06-26,1974-08-01,,,2020-04-30,"Entergy Nuclear Operations, Inc.",75.81,
UNITED STATES OF AMERICA,INDIAN POINT-3,US,PWR  ,WH 4LP (DRYAMB),Permanent Shutdown,INDIAN POINT,Inland near a river,"Entergy Nuclear Operations, Inc.",3216,1085,965,1030,1968-10-30,1976-04-04,1976-04-25,1976-08-28,,,2021-04-28,"Entergy Nuclear Operations, Inc.",73.1,
UNITED STATES OF AMERICA,JAMESPORT-1,US,PWR  ,,Cancelled Plan,JAMESPORT,,,3425,1182,1150,1150,,,,,,,1980-01-01,Long Island Power Authority,,
UNITED STATES OF AMERICA,JAMESPORT-2,US,PWR  ,,Cancelled Plan,JAMESPORT,,,3425,1182,1150,1150,,,,,,,1980-01-01,Long Island Power Authority,,
UNITED STATES OF AMERICA,KEMMERER UNIT 1,US,BWR  ,,Planned,68635,,,1040,342,342,342,,,,,,,,,,
UNITED STATES OF AMERICA,KEWAUNEE,US,PWR  ,WH 2LP (DRYAMB),Permanent Shutdown,KEWAUNEE,Inland near a lake,Dominion Energy,1772,595,535,566,1968-08-06,1974-03-07,1974-04-08,1974-06-16,,,2013-05-07,Dominion Energy,84.02,
UNITED STATES OF AMERICA,LACROSSE,US,BWR  ,,Permanent Shutdown,LACROSSE,Inland near a river,,165,55,50,48,1963-03-01,1967-07-11,1968-04-26,1969-11-07,,,1987-04-30,DAIRYLAND POWER COOPERATIVE,51.0,
UNITED STATES OF AMERICA,LASALLE-1,US,BWR  ,BWR-5 (Mark 2),Operational,LASALLE,Inland near a lake,"Exelon Corporation 
",3546,1207,1078,1137,1973-09-10,1982-06-21,1982-09-04,1984-01-01,,,,"Exelon Generation Co., LLC",82.47,323.86
UNITED STATES OF AMERICA,LASALLE-2,US,BWR  ,BWR-5 (Mark 2),Operational,LASALLE,Inland near a lake,"Exelon Corporation 
",3546,1207,1078,1140,1973-09-10,1984-03-10,1984-04-20,1984-10-19,,,,"Exelon Generation Co., LLC",82.31,307.12
UNITED STATES OF AMERICA,LEVY COUNTY-1,US,PWR  ,AP-1000,Cancelled Plan,Levy County,,,3750,1250,1117,1117,,,,,,,2017-08-01,Progress Energy,,
UNITED STATES OF AMERICA,LEVY COUNTY-2,US,PWR  ,AP-1000,Cancelled Plan,Levy County,,,3750,1250,1117,1117,,,,,,,2017-08-01,,,
UNITED STATES OF AMERICA,LIMERICK-1,US,BWR  ,BWR-4 (Mark 2),Operational,LIMERICK,Inland near a river,"Exelon Corporation 
",3515,1194,1055,1134,1974-06-19,1984-12-22,1985-04-13,1986-02-01,,,,"Exelon Generation Co., LLC",90.48,342.68
UNITED STATES OF AMERICA,LIMERICK-2,US,BWR  ,BWR-4 (Mark 2),Operational,LIMERICK,Inland near a river,"Exelon Corporation 
",3515,1194,1055,1134,1974-06-19,1989-08-12,1989-09-01,1990-01-08,,,,"Exelon Generation Co., LLC",93.64,311.86
UNITED STATES OF AMERICA,MAINE YANKEE,US,PWR  ,,Permanent Shutdown,MAINE YANKEE,Seacoast,,2630,900,825,860,1968-10-01,1972-10-23,1972-11-08,1972-12-28,,,1997-08-01,MAINE YANKEE ATOMIC POWER CO.,68.2,
UNITED STATES OF AMERICA,MARBLE HILL-1,US,PWR  ,PWR,Cancelled Constr.,MARBLE HILL,Inland near a river,,3425,1090,1030,1030,1977-07-01,,,,,,1984-01-01,PUBLIC SERVICE OF INDIANA,,
UNITED STATES OF AMERICA,MARBLE HILL-2,US,PWR  ,PWR,Cancelled Constr.,MARBLE HILL,Inland near a river,,3425,1190,1130,1130,1977-07-01,,,,,,1984-01-01,PUBLIC SERVICE OF INDIANA,,
UNITED STATES OF AMERICA,MCGUIRE-1,US,PWR  ,WH 4LP (ICECND),Operational,MCGUIRE,Inland near a lake,Duke Energy  Corp.,3411,1215,1180,1158,1971-04-01,1981-08-08,1981-09-12,1981-12-01,,,,Duke Energy  Corp.,83.29,346.25
UNITED STATES OF AMERICA,MCGUIRE-2,US,PWR  ,WH 4LP (ICECND),Operational,MCGUIRE,Inland near a lake,Duke Energy  Corp.,3411,1215,1180,1158,1971-04-01,1983-05-08,1983-05-23,1984-03-01,,,,Duke Energy  Corp.,87.53,354.56
UNITED STATES OF AMERICA,MIDLAND-1,US,PWR  ,PWR,Cancelled Constr.,MIDLAND,Inland near a lake,,2452,526,491,491,1973-03-01,,,,,,1986-07-01,CONSUMERS POWER CO.,,
UNITED STATES OF AMERICA,MIDLAND-2,US,PWR  ,PWR,Cancelled Constr.,MIDLAND,Inland near a lake,,2452,855,816,816,1973-03-01,,,,,,1986-07-01,CONSUMERS POWER CO.,,
UNITED STATES OF AMERICA,MILLSTONE-1,US,BWR  ,,Permanent Shutdown,MILLSTONE,Seacoast,,2011,684,660,641,1966-05-01,1970-10-26,1970-11-29,1971-03-01,,,1998-07-01,Dominion Energy,65.1,
UNITED STATES OF AMERICA,MILLSTONE-2,US,PWR  ,CE 2LP (DRYAMB),Operational,MILLSTONE,Seacoast,"Dominion Resources, Inc.",2700,918,870,869,1969-11-01,1975-10-17,1975-11-09,1975-12-26,,,,Dominion Energy,72.47,268.53
UNITED STATES OF AMERICA,MILLSTONE-3,US,PWR  ,WH 4LP (DRYSUB),Operational,MILLSTONE,Seacoast,"Dominion Resources, Inc.",3650,1280,1159,1210,1974-08-09,1986-01-23,1986-02-12,1986-04-23,,,,Dominion Energy,80.8,320.63
UNITED STATES OF AMERICA,MONTAGUE-1,US,BWR  ,,Cancelled Plan,MONTAGUE,,,3411,1298,1150,1150,,,,,,,1980-12-01,NORTHEAST UTILITIES,,
UNITED STATES OF AMERICA,MONTAGUE-2,US,BWR  ,,Cancelled Plan,MONTAGUE,,,3758,1298,1150,1150,,,,,,,1980-12-01,NORTHEAST UTILITIES,,
UNITED STATES OF AMERICA,MONTICELLO,US,BWR  ,BWR-3 (Mark 1),Operational,MONTICELLO,Inland near a river,Xcel Energy,2004,691,545,628,1967-06-19,1970-12-10,1971-03-05,1971-06-30,,,,Northern States Power Co. (subsidiary of Xcel Ener,82.97,221.26
UNITED STATES OF AMERICA,NEP-1,US,PWR  ,,Cancelled Plan,NEP,,,3411,1194,1150,1150,,,,,,,1980-01-01,NEW ENGLAND POWER CO.,,
UNITED STATES OF AMERICA,NEP-2,US,PWR  ,,Cancelled Plan,NEP,,,3411,1194,1150,1150,,,,,,,1980-01-01,NEW ENGLAND POWER CO.,,
UNITED STATES OF AMERICA,NEW HAVEN-1,US,PWR  ,,Cancelled Plan,NEW HAVEN,,,3760,1300,1250,1250,,,,,,,1980-01-01,NEW YORK STATE ELECTRIC & GAS CORPORATION,,
UNITED STATES OF AMERICA,NEW HAVEN-2,US,PWR  ,,Cancelled Plan,NEW HAVEN,,,3760,1300,1250,1250,,,,,,,1980-01-01,NEW YORK STATE ELECTRIC & GAS CORPORATION,,
UNITED STATES OF AMERICA,NINE MILE POINT-1,US,BWR  ,BWR-2 (Mark 1),Operational,NINE MILE POINT,Inland near a lake,"Exelon Nuclear, Électricité de France",1850,642,620,613,1965-04-12,1969-09-05,1969-11-09,1969-12-01,,,,"Exelon Generation Co., LLC",76.37,222.02
UNITED STATES OF AMERICA,NINE MILE POINT-2,US,BWR  ,BWR-5 (Mark 2),Operational,NINE MILE POINT,Inland near a lake,"Exelon Nuclear, Électricité de France",3988,1320,1100,1277,1975-08-01,1987-05-23,1987-08-08,1988-03-11,,,,"Exelon Generation Co., LLC",86.15,323.39
UNITED STATES OF AMERICA,NINE MILE POINT-3,US,PWR  ,,Cancelled Plan,NINE MILE POINT,Inland near a lake,,0,0,1600,1600,,,,,,,2013-11-25,,,
UNITED STATES OF AMERICA,NORCO-1,US,PWR  ,,Cancelled Plan,NORCO,,,1785,614,583,583,,,,,,,1978-12-01,PUERTO RICO WATER RESOURCES AUTHORITY,,
UNITED STATES OF AMERICA,NORTH ANNA-1,US,PWR  ,WH 3LP (DRYSUB),Operational,NORTH ANNA,Inland near a lake,Virginia Electric Power Co.,2940,990,907,948,1971-02-19,1978-04-05,1978-04-17,1978-06-06,,,,Dominion Energy,83.95,312.95
UNITED STATES OF AMERICA,NORTH ANNA-2,US,PWR  ,WH 3LP (DRYSUB),Operational,NORTH ANNA,Inland near a lake,Virginia Electric Power Co.,2940,1011,907,944,1971-02-19,1980-06-12,1980-08-25,1980-12-14,,,,Dominion Energy,86.25,296.72
UNITED STATES OF AMERICA,NORTH ANNA-3,US,PWR  ,US-APWR,Cancelled Plan,NORTH ANNA,Inland near a lake,,,,1500,1500,,,,,,,2007-11-07,,,
UNITED STATES OF AMERICA,NORTH ANNA-3C,US,PWR  ,PWR,Cancelled Constr.,NORTH ANNA,Inland near a lake,,2631,950,907,907,1971-06-01,,,,,,1982-11-01,Virginia Electric Power Co.,,
UNITED STATES OF AMERICA,NORTH ANNA-4C,US,PWR  ,PWR,Cancelled Constr.,NORTH ANNA,Inland near a lake,,2631,950,907,907,1971-12-01,,,,,,1980-11-01,Virginia Electric Power Co.,,
UNITED STATES OF AMERICA,OCONEE-1,US,PWR  ,B&W LLP (DRYAMB),Operational,OCONEE,Inland near a lake,Duke Energy  Corp.,2568,891,887,847,1967-11-06,1973-04-19,1973-05-06,1973-07-15,,,,Duke Energy  Corp.,81.76,313.3
UNITED STATES OF AMERICA,OCONEE-2,US,PWR  ,B&W LLP (DRYAMB),Operational,OCONEE,Inland near a lake,Duke Energy  Corp.,2568,891,887,848,1967-11-06,1973-11-11,1973-12-05,1974-09-09,,,,Duke Energy  Corp.,84.22,308.32
UNITED STATES OF AMERICA,OCONEE-3,US,PWR  ,B&W LLP (DRYAMB),Operational,OCONEE,Inland near a lake,Duke Energy  Corp.,2568,900,887,859,1967-11-06,1974-09-05,1974-09-18,1974-12-16,,,,Duke Energy  Corp.,84.02,314.02
UNITED STATES OF AMERICA,ORLANDO-1,US,PWR  ,,Cancelled Plan,ORLANDO,,,3800,1360,1300,1300,,,,,,,1975-12-01,FLORIDA POWER CO.,,
UNITED STATES OF AMERICA,ORLANDO-2,US,PWR  ,,Cancelled Plan,ORLANDO,,,3800,1360,1300,1300,,,,,,,1975-12-01,FLORIDA POWER CO.,,
UNITED STATES OF AMERICA,OYSTER CREEK,US,BWR  ,BWR-2 (Mark 1),Permanent Shutdown,OYSTER CREEK,Seacoast,"Exelon Corporation 
",1930,652,650,619,1964-12-15,1969-05-03,1969-09-23,1969-12-01,,,2018-09-17,"Exelon Generation Co., LLC",74.23,
UNITED STATES OF AMERICA,PALISADES,US,PWR  ,CE 2LP (DRYAMB),Permanent Shutdown,PALISADES,Inland near a lake,"Entergy Nuclear Operations, Inc.",2565,850,805,805,1967-03-12,1971-05-22,1971-12-29,,,,2022-05-20,"Entergy Nuclear Operations, Inc.",,
UNITED STATES OF AMERICA,PALO VERDE-1,US,PWR  ,CE80 2LP (DRYAMB),Operational,PALO VERDE,Inland near a lake,ARIZONA PUBLIC SERVICE CO.,3990,1414,1221,1311,1976-05-25,1985-05-25,1985-06-10,1986-01-28,,,,ARIZONA PUBLIC SERVICE CO.,82.28,344.81
UNITED STATES OF AMERICA,PALO VERDE-2,US,PWR  ,CE80 2LP (DRYAMB),Operational,PALO VERDE,Inland near a lake,ARIZONA PUBLIC SERVICE CO.,3990,1414,1304,1314,1976-06-01,1986-04-18,1986-05-20,1986-09-19,,,,ARIZONA PUBLIC SERVICE CO.,84.83,363.73
UNITED STATES OF AMERICA,PALO VERDE-3,US,PWR  ,CE80 2LP (DRYAMB),Operational,PALO VERDE,Inland near a lake,ARIZONA PUBLIC SERVICE CO.,3990,1414,1304,1312,1976-06-01,1987-10-25,1987-11-28,1988-01-08,,,,ARIZONA PUBLIC SERVICE CO.,86.4,356.1
UNITED STATES OF AMERICA,PALO VERDE-4,US,PWR  ,,Cancelled Plan,PALO VERDE,Inland near a lake,,3760,1307,1270,1270,,,,,,,1979-07-01,ARIZONA NUCLEAR POWER PROJECT,,
UNITED STATES OF AMERICA,PALO VERDE-5,US,PWR  ,,Cancelled Plan,PALO VERDE,Inland near a lake,,3760,1307,1270,1270,,,,,,,1979-07-01,ARIZONA NUCLEAR POWER PROJECT,,
UNITED STATES OF AMERICA,PATHFINDER,US,BWR  ,Prototype,Permanent Shutdown,PATHFINDER,Inland near a river,Xcel Energy,220,63,59,59,1959-01-01,1964-01-01,1966-07-25,1966-08-01,,,1967-10-01,NUCLEAR MANAGEMENT CO.,,
UNITED STATES OF AMERICA,PEACH BOTTOM-1,US,HTGR ,,Permanent Shutdown,PEACH BOTTOM,Inland near a river,"Exelon Generation Co., LLC",115,42,40,40,1962-02-01,1966-03-03,1967-01-27,1967-06-01,,,1974-11-01,"Exelon Generation Co., LLC",56.87,
UNITED STATES OF AMERICA,PEACH BOTTOM-2,US,BWR  ,BWR-4 (Mark 1),Operational,PEACH BOTTOM,Inland near a river,"EXELON Corp. (50%) 
PSEG Power (50%)",3951,1412,1065,1300,1968-01-31,1973-09-16,1974-02-18,1974-07-05,,,,"Exelon Generation Co., LLC",79.52,394.68
UNITED STATES OF AMERICA,PEACH BOTTOM-3,US,BWR  ,BWR-4 (Mark 1),Operational,PEACH BOTTOM,Inland near a river,"EXELON Corp. (50%) 
PSEG Power (50%)",3951,1412,1065,1331,1968-01-31,1974-08-07,1974-09-01,1974-12-23,,,,"Exelon Generation Co., LLC",80.44,381.95
UNITED STATES OF AMERICA,PEBBLE SPRINGS-1,US,PWR  ,,Cancelled Plan,PEBBLE SPRINGS,,,3600,1314,1260,1260,,,,,,,1982-09-01,PORTLAND GENERAL ELECTRIC CO.,,
UNITED STATES OF AMERICA,PEBBLE SPRINGS-2,US,PWR  ,,Cancelled Plan,PEBBLE SPRINGS,,,3600,1314,1260,1260,,,,,,,1982-09-01,PORTLAND GENERAL ELECTRIC CO.,,
UNITED STATES OF AMERICA,PERKINS-1,US,PWR  ,,Cancelled Plan,PERKINS,,,3800,1345,1287,1287,,,,,,,1982-02-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,PERKINS-2,US,PWR  ,,Cancelled Plan,PERKINS,,,3800,1345,1287,1287,,,,,,,1982-02-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,PERKINS-3,US,PWR  ,,Cancelled Plan,PERKINS,,,3800,1345,1287,1287,,,,,,,1982-02-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,PERRY-1,US,BWR  ,BWR-6 (Mark 3),Operational,PERRY,Inland near a lake,CLEVELAND ELECTRIC ILLUMINATING CO.,3758,1303,1205,1240,1974-10-01,1986-06-06,1986-12-19,1987-11-18,,,,FIRST ENERGY NUCLEAR OPERATING CO.,82.91,327.9
UNITED STATES OF AMERICA,PERRY-2,US,BWR  ,BWR,Cancelled Constr.,PERRY,Inland near a lake,,3579,1250,1205,1205,1974-10-01,,,,,,1984-04-01,CLEVELAND ELECTRIC ILLUMINATING CO.,,
UNITED STATES OF AMERICA,PERRYMAN-1,US,PWR  ,,Cancelled Plan,PERRYMAN,,,2568,880,845,845,,,,,,,1972-11-01,BALTIMORE GAS & ELECTRIC CO.,,
UNITED STATES OF AMERICA,PERRYMAN-2,US,PWR  ,,Cancelled Plan,PERRYMAN,,,2568,880,845,845,,,,,,,1972-11-01,BALTIMORE GAS & ELECTRIC CO.,,
UNITED STATES OF AMERICA,PHIPPS BEND-1,US,BWR  ,BWR,Cancelled Constr.,PHIPPS BEND,Inland near a river,,3583,1269,1233,1233,1977-10-01,,,,,,1982-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,PHIPPS BEND-2,US,BWR  ,BWR,Cancelled Constr.,PHIPPS BEND,Inland near a river,,3583,1269,1233,1233,1977-10-01,,,,,,1982-08-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,PILGRIM-1,US,BWR  ,BWR-3 (Mark 1),Permanent Shutdown,PILGRIM,Seacoast,"Entergy Nuclear Operations, Inc.",2028,711,655,677,1968-08-26,1972-06-16,1972-07-19,1972-12-01,,,2019-05-31,"Entergy Nuclear Operations, Inc.",70.61,
UNITED STATES OF AMERICA,PILGRIM-2,US,PWR  ,,Cancelled Plan,PILGRIM,Seacoast,,3629,1240,1180,1180,,,,,,,1981-09-01,BOSTON EDISON CO.,,
UNITED STATES OF AMERICA,PILGRIM-3,US,PWR  ,,Cancelled Plan,PILGRIM,Seacoast,,3629,1240,1180,1180,,,,,,,1974-07-01,BOSTON EDISON CO.,,
UNITED STATES OF AMERICA,PIQUA,US,X    ,OCM (Organically Cooled and Moderated Reactor),Permanent Shutdown,PIQUA,Inland near a river,U.S. Atomic Energy Commission,46,12,11,12,1960-01-01,1961-01-01,1963-07-01,1963-11-01,,,1966-01-01,City of Piqua Government,,
UNITED STATES OF AMERICA,POINT BEACH-1,US,PWR  ,WH 2LP (DRYAMB),Operational,POINT BEACH,Inland near a lake,"NextEra Energy Resources, LLC
",1800,640,497,591,1967-07-19,1970-11-02,1970-11-06,1970-12-21,,,,"NextEra Energy Resources, LLC
",83.49,199.86
UNITED STATES OF AMERICA,POINT BEACH-2,US,PWR  ,WH 2LP (DRYAMB),Operational,POINT BEACH,Inland near a lake,"NextEra Energy Resources, LLC
",1800,640,497,591,1968-07-25,1972-05-30,1972-08-02,1972-10-01,,,,"NextEra Energy Resources, LLC
",86.09,204.96
UNITED STATES OF AMERICA,PRAIRIE ISLAND-1,US,PWR  ,WH 2LP (DRYAMB),Operational,PRAIRIE ISLAND,Inland near a river,Xcel Energy,1677,566,530,522,1968-06-25,1973-12-01,1973-12-04,1973-12-16,,,,Northern States Power Co. (subsidiary of Xcel Ener,86.77,200.76
UNITED STATES OF AMERICA,PRAIRIE ISLAND-2,US,PWR  ,WH 2LP (DRYAMB),Operational,PRAIRIE ISLAND,Inland near a river,Xcel Energy,1677,560,530,519,1969-06-25,1974-12-17,1974-12-21,1974-12-21,,,,Northern States Power Co. (subsidiary of Xcel Ener,88.3,199.22
UNITED STATES OF AMERICA,QUAD CITIES-1,US,BWR  ,BWR-3 (Mark 1),Operational,QUAD CITIES,Inland near a river,"Exelon (75%), MidAmerican Energy (25%)
",2957,940,789,908,1967-02-15,1971-10-18,1972-04-12,1973-02-18,,,,"Exelon Generation Co., LLC",80.35,295.78
UNITED STATES OF AMERICA,QUAD CITIES-2,US,BWR  ,BWR-3 (Mark 1),Operational,QUAD CITIES,Inland near a river,"Exelon (75%), MidAmerican Energy (25%)
",2957,940,789,911,1967-02-15,1972-04-26,1972-05-23,1973-03-10,,,,"Exelon Generation Co., LLC",78.86,298.91
UNITED STATES OF AMERICA,RANCHO SECO-1,US,PWR  ,PWR,Permanent Shutdown,RANCHO SECO,Inland near a lake,Sacramento Municipal Utility District ,2772,917,918,873,1969-04-01,1974-09-16,1974-10-13,1975-04-17,,,1989-06-07,SACRAMENTO MUNICIPAL UTILITY DISTRICT,40.02,
UNITED STATES OF AMERICA,RIVER BEND-1,US,BWR  ,BWR-6 (Mark 3),Operational,RIVER BEND,Inland near a river,"ENTERGY GULF STATES, INC.",3091,1016,966,967,1977-03-25,1985-10-31,1985-12-03,1986-06-16,,,,"Entergy Nuclear Operations, Inc.",82.39,258.35
UNITED STATES OF AMERICA,RIVER BEND-2,US,BWR  ,BWR,Cancelled Constr.,RIVER BEND,Inland near a river,,2894,991,934,934,1975-08-01,,,,,,1984-01-01,GULF STATES UTILITIES CO.,,
UNITED STATES OF AMERICA,RIVER BEND-3,US,BWR  ,ESBWR,Cancelled Plan,RIVER BEND,Inland near a river,,4500,1600,1520,1520,,,,,,,2015-12-04,,,
UNITED STATES OF AMERICA,ROBINSON-2,US,PWR  ,WH 3LP (DRYAMB),Operational,H.B. ROBINSON,Inland near a lake,"PROGRESS ENERGY Carolinas, Inc.",2339,780,700,741,1967-04-13,1970-09-20,1970-09-26,1971-03-07,,,,Progress Energy,80.68,265.98
UNITED STATES OF AMERICA,SALEM-1,US,PWR  ,WH 4LP (DRYAMB),Operational,SALEM,Inland near a river,"PSEG Power, Inc.",3459,1254,1090,1169,1968-09-25,1976-12-11,1976-12-25,1977-06-30,,,,"PSEG Nuclear, LLC",72.65,330.26
UNITED STATES OF AMERICA,SALEM-2,US,PWR  ,WH 4LP (DRYAMB),Operational,SALEM,Inland near a river,"PSEG Power, Inc.",3459,1200,1115,1158,1968-09-25,1980-08-08,1981-06-03,1981-10-13,,,,"PSEG Nuclear, LLC",74.49,317.81
UNITED STATES OF AMERICA,SAN ONOFRE-1,US,PWR  ,PWR,Permanent Shutdown,SAN ONOFRE,Seacoast,SOUTHERN CALIFORNIA EDISON Co.,1347,456,436,436,1964-05-01,1967-06-14,1967-07-16,1968-01-01,,,1992-11-30,SOUTHERN CALIFORNIA EDISON Co.,53.2,
UNITED STATES OF AMERICA,SAN ONOFRE-2,US,PWR  ,CE (2-loop) DRYAMB,Permanent Shutdown,SAN ONOFRE,Seacoast,SOUTHERN CALIFORNIA EDISON Co.,3438,1127,1070,1070,1974-03-01,1982-07-26,1982-09-20,1983-08-08,,,2013-06-07,SOUTHERN CALIFORNIA EDISON Co.,77.97,
